,bookID,title,authors,average_rating,  num_pages,ratings_count,text_reviews_count,publication_date
10342,41887,Uncle Shelby's ABZ Book,Shel Silverstein,4.36,80,2550,222,9/9/1985
10343,41890,Who Wants a Cheap Rhinoceros?,Shel Silverstein,3.96,64,1907,124,8/1/2002
10344,41899,Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,3.99,128,259399,5513,6/1/2001
10345,41900,J.K. Rowling - A Biography,Sean Smith,3.73,248,937,41,5/1/2003
10351,41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,323,12092,837,1/5/1992
10352,41919,Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,3.64,784,19,2,9/10/2004
10353,41926,Spring Music,Elvi Rhodes,4.05,464,37,5,8/19/1999
10354,41951,Scarlet Feather,Maeve Binchy,3.96,549,22812,791,3/1/2002
10355,41952,The Lilac Bus,Maeve Binchy,3.62,196,9649,297,1/12/2007
10356,41962,Light a Penny Candle,Maeve Binchy,3.91,832,14656,585,5/4/2006
10357,41967,Evening Class,Maeve Binchy,3.99,528,35964,855,6/30/2005
10358,41977,Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,4.03,722,51839,1396,6/1/2006
10361,41993,Kiss,Jill Mansell,3.68,512,1587,67,9/7/2000
10362,41994,Solo,Jill Mansell,3.65,421,3362,127,9/2/2002
10363,41996,Two's Company,Jill Mansell,3.61,448,1462,53,10/27/2003
10364,41998,Open House,Jill Mansell,3.9,448,2440,65,3/3/2003
10365,41999,The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,4.34,640,195,7,11/1/2004
10366,42001,Falling for You,Jill Mansell,3.8,448,4816,143,8/16/2004
10367,42002,Millie's Fling,Jill Mansell,3.75,512,8052,463,8/16/2001
10368,42003,Sheer Mischief,Jill Mansell,3.82,504,2555,102,8/2/2001
10369,42007,Head Over Heels,Jill Mansell,3.72,448,3286,128,6/10/1999
10370,42010,Mixed Doubles,Jill Mansell,3.71,416,2087,82,7/2/1998
10372,42018,Seven Sunny Days,Chris Manby,3.35,352,588,30,4/26/2005
10373,42020,Girl Meets Ape,Chris Manby,3.46,406,553,20,1/5/2004
10374,42029,Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,3.26,586,140,11,7/3/2000
10375,42036,Tales from Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,288,3097,154,10/26/2007
10376,42038,Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,4.25,488,70617,614,8/21/1997
10377,42040,Love Poems and Sonnets,William Shakespeare,4.34,160,5808,64,9/3/1957
10378,42041,Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce/David Allen White,4.35,752,153,6,11/10/1991
10379,42045,The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,4.25,164,349,19,12/1/2001
10380,42048,Shakespeare's Secret,Elise Broach,3.88,256,7373,645,5/1/2005
10381,42051,The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,4.34,624,5487,43,7/18/2002
10382,42054,The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,4.5,1347,122,7,7/5/2001
10383,42055,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,4.13,256,281,53,7/11/2006
10384,42056,The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,3.92,208,6876,206,11/7/1996
10385,42057,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,3.68,224,5582,451,7/1/2000
10386,42060,Richard III,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.93,369,1945,191,7/1/2004
10387,42068,King Henry VI  Part 3,William Shakespeare/John D. Cox/Eric Rasmussen,3.76,460,3138,186,11/1/2001
10388,42070,The Age Of Shakespeare,Frank Kermode,3.68,208,20,2,7/7/2005
10389,42078,Ukraine,Sarah Johnstone,3.91,216,27,5,7/1/2005
10390,42099,Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,4,96,4,1,12/1/2004
10391,42140,Outside the Dog Museum (Answered Prayers  #4),Jonathan Carroll,3.97,267,1406,97,6/1/2005
10392,42141,Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,3.88,320,1153,62,11/28/2006
10393,42143,The Land of Laughs,Jonathan Carroll,3.9,253,4337,352,2/10/2001
10394,42145,Sleeping in Flame (Answered Prayers  #2),Jonathan Carroll/Dave McKean,4.05,304,1543,76,10/1/2004
10395,42146,Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,3.89,224,2046,116,5/3/2002
10396,42148,Kissing the Beehive (Crane's View  #1),Jonathan Carroll,3.7,256,808,40,8/10/2000
10397,42149,Baby Proof,Emily Giffin,3.72,340,140762,3096,6/13/2006
10398,42155,Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,338,191577,6599,3/21/2006
10399,42156,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,322,454917,7487,6/1/2004
10400,42157,P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,3.78,234,2699,242,5/1/1999
10401,42158,P.S. Your Cat Is Dead,James Kirkwood Jr.,3.75,218,1334,141,11/15/2003
10402,42162,P.S. I Love You Three!,Lynda Milligan/Nancy J. Smith,4.14,79,7,0,12/1/2002
10403,42172,The Christmas Shoes (Christmas Hope #1),Donna VanLiere,4.23,132,32701,967,11/9/2001
10404,42177,Burning The Map,Laura Caldwell,3.54,288,1336,66,10/25/2002
10405,42180,iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,3.25,496,4,0,8/23/2004
10406,42198,The Icarus Agenda,Robert Ludlum,3.96,836,37,3,7/1/2004
10407,42210,Life Is a Dream,Pedro Calderón de la Barca,3.98,96,346,27,7/1/2002
10408,42211,Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,3.81,298,61,4,4/1/2000
10409,42212,Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca/Stanley Appelbaum,3.98,208,56,2,12/6/2002
10410,42213,Life Is a Dream,Pedro Calderón de la Barca/Gregary Racz,3.98,160,168,11,12/26/2006
10411,42261,Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller/Louise Fili,4.06,336,170,9,11/9/2006
10412,42278,I Can Fly,Ruth Krauss/Mary Blair,4.24,24,1069,70,9/9/2003
10413,42300,A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,4.46,384,662,7,1/6/2004
10414,42308,The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren/Tony Ross,4.25,378,217,16,10/9/2003
10415,42311,Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,3.69,64,10,2,11/1/1991
10416,42323,Astrid Lindgren,Eva-Maria Metcalf,3.78,157,7,2,11/1/1994
10417,42337,The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,4,212,9334,302,4/1/2001
10418,42341,Arthur and the Lost Kingdoms,Alistair Moffat,3.7,282,59,14,12/31/1999
10419,42355,God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,416,1481,67,11/1/2000
10420,42357,The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,3.76,288,320,20,8/1/2003
10421,42359,Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,3.86,192,1578,102,9/1/2000
10422,42366,The Witch Family,Eleanor Estes/Edward Ardizzone,4.07,240,2550,98,9/1/2000
10423,42369,The Hundred Dresses,Eleanor Estes/Louis Slobodkin,4.09,80,30311,2306,9/1/2004
10424,42376,Theater Shoes,Noel Streatfeild/Diane Goode,4.02,252,85,11,11/1/1999
10425,42377,Gemma Alone (Gemma  #3),Noel Streatfeild,3.61,150,175,7,2/1/1987
10426,42380,When the Siren Wailed,Noel Streatfeild/Judith Gwyn Brown,3.72,157,16,3,10/1/1977
10427,42382,The Caine Mutiny Court-Martial,Herman Wouk,4.12,120,281,10,4/20/1954
10428,42389,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,432,82525,2124,9/1/2002
10429,42390,Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,3.97,343,278,16,7/1/1996
10430,42408,Babar's World Tour,Laurent de Brunhoff,3.82,48,69,12,9/1/2005
10431,42410,The Easter Rabbit's Parade,Lois Lenski,3,40,29,7,1/27/2004
10432,42415,The Little Fire Engine,Lois Lenski,3.56,56,209,27,10/24/2000
10433,42417,Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,3.82,256,36,9,10/26/2005
10434,42424,The Right Stuff (To Protect and Defend #3),Merline Lovelace,3.61,256,40,3,2/23/2004
10435,42425,For Whom the Bell Tolls,Ernest Hemingway,3.97,503,365,33,1/1/1940
10436,42429,Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,3.5,80,14,2,5/20/1964
10438,42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.84,454,51343,896,3/13/2003
10439,42434,Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,3.64,494,8486,273,8/7/2007
10440,42435,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,4.29,339,16684,892,5/1/2003
10441,42438,Harm's Way,Elizabeth Stewart,3.36,261,13,5,5/27/2005
10442,42439,Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,4.54,132,58,3,10/1/1994
10443,42444,I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,3.94,56,65,9,10/24/2000
10444,42447,Strawberry Girl,Lois Lenski,3.87,208,11143,423,4/26/2005
10445,42485,Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,4.17,128,83,16,11/9/1994
10446,42489,After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,4,336,0,0,5/25/2006
10447,42501,Seize The Fire,Elda Minger,4,249,3,0,7/25/1985
10448,42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,4.31,480,21876,451,11/23/2004
10449,42513,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,4.31,535,166,24,2/5/2002
10450,42514,We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,4.31,528,153,10,3/1/2002
10451,42519,Eisenhower: Soldier and President,Stephen E. Ambrose,3.98,640,10718,126,10/15/1991
10452,42525,Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,3.84,176,248,30,11/5/2002
10453,42528,Crusade in Europe,Dwight D. Eisenhower,4.08,559,1212,63,6/6/1997
10454,42529,Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,3.85,506,18,1,2/23/2006
10455,42533,So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,3.93,464,271,29,9/15/2000
10456,42536,Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,3.72,368,110,15,6/4/2002
10457,42543,Eisenhower  Volume #2: The President,Stephen E. Ambrose,4.2,749,95,13,10/1/1985
10458,42547,The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,4.35,400,14025,547,1/1/2001
10459,42558,Bull Halsey,E.B. Potter,4.16,440,56,6,4/21/2003
10460,42573,The Water Babies,Charles Kingsley/W. Heath Robinson,3.42,224,6148,318,12/5/1994
10461,42579,Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,3.71,10,79,10,9/1/2003
10462,42589,Shoot the Piano Player,David Goodis,4.02,158,2768,143,10/3/1990
10463,42594,CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,4.16,64,11,2,9/20/1960
10464,42597,Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,3.98,186,62,7,3/15/2004
10465,42602,How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,4.17,192,46,7,11/16/2006
10466,42603,Black Like Me,John Howard Griffin,4.13,208,53790,2118,5/6/2003
10467,42604,Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,3.88,253,952,117,1/1/2001
10468,42606,As You Like It,William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan,3.83,2,28,6,9/6/2005
10469,42607,As You Like It,William Shakespeare,3.83,263,62368,1291,8/23/2011
10470,42609,As You Like It,William Shakespeare/Juliet Dusinberre,3.83,449,410,36,7/25/2006
10471,42612,As You Like It (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,3.83,256,265,36,6/22/2004
10472,42615,War of the Rats,David L. Robbins,4.11,512,1800,127,6/6/2000
10473,42622,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,495,5402,97,2/3/2004
10474,42625,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,528,1,0,1/23/1998
10475,42631,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,256,14711,442,7/18/2000
10476,42632,Thirst,Mary Oliver,4.36,88,3689,351,10/15/2006
10477,42634,The Gilded Web (Web  #1),Mary Balogh,3.58,480,2621,169,11/28/2006
10478,42641,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,4.13,562,11468,530,2/1/2000
10479,42647,Cold Mountain,Charles Frazier,3.86,356,1088,127,5/16/1997
10480,42652,Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin/Artem Drabkin,4.1,195,82,4,1/19/2005
10481,42661,The Fall of Berlin 1945,Antony Beevor,4.29,490,10230,326,4/29/2003
10482,42662,Paris: After the Liberation 1944-1949,Antony Beevor/Artemis Cooper,3.83,464,542,48,8/31/2004
10483,42668,Demon Angel (The Guardians  #1),Meljean Brook,3.53,432,2704,237,1/2/2008
10484,42682,Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,3.89,288,175,22,12/26/2006
10485,42688,Hemingway vs. Fitzgerald,Scott Donaldson,3.85,352,185,19,12/1/2001
10486,42691,The Haj,Leon Uris,4.03,525,11372,396,5/1/1985
10487,42692,Mila 18,Leon Uris,4.29,563,21662,485,11/1/1983
10488,42693,A God in Ruins,Leon Uris,3.26,517,1208,104,9/5/2000
10489,42694,Battle Cry,Leon Uris,4.15,694,8323,137,6/28/2005
10490,42695,The Angry Hills,Leon Uris,3.67,245,1163,50,1/1/1984
10491,42697,Exodus,Leon Uris,4.34,608,85927,1520,10/1/1986
10492,42698,Oh  Play That Thing,Roddy Doyle,3.29,384,1545,105,10/25/2005
10493,42701,The Van (The Barrytown Trilogy  #3),Roddy Doyle,3.94,320,5718,164,3/1/1997
10495,42714,The Giggler Treatment,Roddy Doyle/Brian Ajhar,4.17,112,1425,149,7/20/2001
10496,42718,A Star Called Henry,Roddy Doyle,3.84,342,6885,438,9/7/2000
10497,42719,The Van,Roddy Doyle,3.94,312,30,4,8/4/1991
10500,42741,Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,3.4,298,34,4,6/6/2002
10501,42758,The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,0,176,0,0,3/30/2002
10502,42763,A Dracula Handbook,Elizabeth Russell Miller,4.07,200,10,1,3/23/2005
10503,42772,Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy/Garrett Sutton/Robert T. Kiyosaki,4.15,240,721,9,12/31/2003
10504,42777,Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,4.22,384,308,33,4/1/2001
10505,42797,Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,3.76,135,56,0,12/31/1984
10506,42798,Winter Dreams (Sweet Dreams  #141),Barbara Conklin,3.85,176,104,4,2/1/1988
10507,42802,First  Last and Always (Sweet Dreams  #96),Barbara Conklin,3.76,160,65,2,9/1/1985
10508,42808,P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.83,192,23,1,4/24/1995
10509,42811,PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,4.43,79,7,0,12/31/1990
10510,42818,Tales from Margaritaville,Jimmy Buffett,3.9,230,2450,175,6/3/1989
10511,42819,A Pirate Looks at Fifty,Jimmy Buffett/Leona Nevler,3.83,420,3036,216,11/28/1999
10512,42831,The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,2.83,176,6,0,1/1/1998
10513,42849,The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,4.08,258,691,35,3/3/1997
10514,42854,Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,3.96,48,19,5,4/1/2006
10515,42855,Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley/Barack Obama/Martin Luther King Jr.,4.3,160,230,21,4/28/2006
10516,42862,The Heart of a Leader,Kenneth H. Blanchard,3.96,162,542,33,6/1/1999
10517,42863,Mission Possible,Kenneth H. Blanchard,3.44,242,0,0,4/30/1999
10518,42864,Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,4.04,239,808,41,3/1/2007
10519,42866,The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard/Don Shula,3.65,128,73,12,1/23/2001
10520,42867,Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,3.76,192,156,15,10/1/2004
10521,42869,The Servant Leader,Kenneth H. Blanchard,4.09,128,276,26,3/11/2003
10522,42876,Down Under,Bill Bryson,4.07,398,4510,392,8/6/2001
10523,42878,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,276,1405,266,5/4/1998
10524,42880,Bizarre World,Bill  Bryson/Kathryn Lamb,3.38,120,73,6,5/1/2001
10525,42882,The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,3.94,268,1329,250,9/25/2007
10526,42883,Bill Bryson: The Complete Notes,Bill Bryson,4.09,544,901,36,10/5/2000
10528,42891,Journeys in English,Bill Bryson,3.72,3,510,60,2/2/2004
10530,42898,Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,4.3,480,106469,3691,3/6/2007
10531,42899,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,393,259511,10475,9/6/2005
10532,42900,Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,448,144906,5728,9/5/2006
10533,42909,All Things Wise and Wonderful,James Herriot,4.41,448,22780,366,11/1/2004
10534,42915,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,4.24,112,12,0,12/20/2000
10535,42916,All Quiet on the Western Front,Erich Maria Remarque,3.97,256,64,4,3/12/1987
10536,42924,The Nightingale's Song,Kathleen Eschenburg,3.88,384,16,3,10/30/2001
10537,42926,Nightingale's Song,Kate Pennington,3.02,219,40,5,10/19/2006
10538,42929,Gai-Jin (Asian Saga  #3),James Clavell,3.86,1236,10757,296,4/3/1994
10539,42932,Whirlwind (Asian Saga  #6),James Clavell,3.82,1231,5626,164,12/2/1999
10540,42933,Tai-Pan (Asian Saga  #2),James Clavell,4.27,734,39315,778,9/1/2009
10541,42934,Escape: The Love Story from Whirlwind,James Clavell,3.63,584,276,14,7/1/1999
10542,42953,Alaska,James A. Michener,4.12,868,9330,590,11/12/2002
10543,42955,The Drifters,James A. Michener,4.04,768,6253,353,10/12/1986
10544,42956,Sayonara,James A. Michener,3.81,208,1848,104,9/12/1983
10545,42959,The Bridge at Andau,James A. Michener,3.94,288,1135,158,9/12/1985
10546,42960,Caribbean,James A. Michener,3.93,672,4718,232,12/13/2005
10547,42986,War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,1042,29555,680,2/5/2002
10548,42988,Don't Stop the Carnival,Herman Wouk,3.93,416,2700,298,5/15/1992
10549,42989,The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,704,2336,141,6/3/2002
10550,42990,Youngblood Hawke,Herman Wouk,4.04,783,1248,68,5/15/1992
10551,42993,Aurora Dawn,Herman Wouk,3.47,288,213,20,4/15/1992
10552,43010,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,6,614,119,12/1/2006
10553,43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.16,229,147820,9547,2/13/2007
10554,43017,Yellow Back Radio Broke-Down,Ishmael Reed,3.83,177,496,38,5/1/2000
10555,43027,Anthem,Ayn Rand,3.63,256,470,67,12/28/2004
10556,43028,Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,3.89,330,62,7,1/2/2007
10557,43035,White Fang,Jack London,3.98,252,119589,3124,1/1/2001
10558,43037,The Call of the Wild  White Fang and Other Stories,Jack London,3.99,400,18720,192,8/20/1998
10559,43039,White Fang,Kathleen Olmstead/Jack London/Dan Andreasen/Arthur Pober,4.24,160,713,31,3/28/2006
10560,43044,The Sea-Wolf and Selected Stories,Jack London/Ben Bova,4.06,352,781,40,5/4/2004
10561,43045,The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,3.74,304,135,12,10/1/1997
10562,43046,Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,4.26,761,20,1,10/2/1993
10563,43049,The Sea Wolf,Jack London,4.04,425,19091,851,6/1/2005
10564,43051,Kilo Class (Admiral Arnold Morgan  #2),Patrick Robinson,4.05,512,1738,58,3/3/1999
10565,43058,Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,3.97,498,1119,27,6/29/2004
10566,43059,H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson/Sandler/David McCallum,4.01,544,2076,38,3/1/2000
10567,43060,Slider,Patrick Robinson,4.13,416,66,7,4/27/2004
10568,43061,U.S.S. Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,3.96,496,1581,46,5/1/2001
10570,43068,True Blue: The Oxford Boat Race Mutiny,Daniel Topolski/Patrick Robinson,4.24,320,69,13,2/23/1990
10571,43072,A Picture Book of Anne Frank,David A. Adler/Karen Ritz,4.18,32,217,70,1/1/1993
10572,43073,Who Was Anne Frank?,Ann Abramson/Nancy Harrison,4.26,103,1953,293,1/18/2007
10573,43074,Enslaved by Ducks,Bob Tarte,3.44,308,2263,448,10/1/2004
10574,43076,Ice Castles,Leonore Fleischer,3.87,220,161,19,3/12/1982
10575,43081,Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,4.26,400,11121,522,5/1/2004
10576,43082,Marching Powder,Rusty Young,4.26,371,906,94,7/1/2004
10577,43084,Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.9,214,1175,39,10/30/1992
10578,43087,Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,4.06,448,374,24,5/16/2005
10579,43089,Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,3.92,411,301,14,9/1/1999
10580,43098,The Communist Manifesto,Karl Marx/Friedrich Engels/Eric Hobsbawm,3.55,88,309,38,5/1/1998
10581,43101,On the Edge of the New Century,Eric Hobsbawm/Allan Cameron/Antonio Polito,3.71,192,82,5,5/1/2001
10582,43106,The Age of Extremes: The Short Twentieth Century  1914-1991,Eric Hobsbawm,4.25,638,348,24,11/12/1995
10583,43110,Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,3.52,168,57,7,4/1/1990
10584,43128,Winter Is the Warmest Season,Lauren Stringer,3.9,40,408,83,10/1/2006
10585,43129,Winter (Four Seasons  #4),Núria Roca/Rosa María Curto,3.82,36,7,1,6/30/2004
10586,43130,It's Winter,Linda Glaser/Glaser Linda/Susan Swan,3.64,32,88,14,9/1/2002
10587,43132,Winter Season: A Dancer's Journal,Toni Bentley,3.92,168,425,39,11/10/2003
10588,43150,Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche/Michael Tanner,4.16,208,7149,143,1/25/1990
10589,43166,Practical DV Filmmaking,Russell Evans,3.46,408,9,0,11/1/2005
10590,43171,Diana Vreeland,Eleanor Dwight,4.24,320,150,17,10/22/2002
10591,43175,Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland/Irving Penn,3.67,95,3,0,5/26/1978
10592,43177,Brown V. Board of Education: A Civil Rights Milestone and Its Troubled Legacy,James T. Patterson,3.85,320,159,24,12/12/2002
10593,43180,Henry V,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Claire McEachern,3.88,121,433,39,9/1/1999
10594,43219,Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau/Chantal Mouffe,3.89,200,1063,35,5/17/2001
10595,43220,On Populist Reason,Ernesto Laclau,4.04,276,208,11,7/17/2005
10596,43221,Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler/Ernesto Laclau/Slavoj Žižek,3.92,329,707,18,7/17/2000
10597,43228,The Meaning of Life,Terry Eagleton,3.5,187,755,94,5/1/2007
10598,43229,Sweet Violence: The Idea of the Tragic,Terry Eagleton,4,348,85,8,9/27/2002
10599,43230,The English Novel: An Introduction,Terry Eagleton,3.77,376,101,10,8/6/2004
10600,43236,MySQL Cookbook,Paul DuBois,4,980,126,8,12/4/2006
10601,43244,High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,4.23,304,403,17,4/18/2004
10602,43255,Not Without My Daughter,Betty Mahmoody,4.1,528,19790,1042,7/5/2004
10603,43268,Aman: The Story of a Somali Girl,Virginia Lee Barnes,3.77,368,549,46,8/29/1995
10604,43269,Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,4.04,208,4,0,3/14/2006
10605,43271,Lizabeth's Story (The Girls of Lighthouse Lane #3),Thomas Kinkade/Erika Tamar,3.96,192,24,0,10/18/2005
10606,43273,Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso,4.19,352,1215,129,8/20/2002
10607,43278,Creating a Life Worth Living,Carol Lloyd,4.02,336,353,24,8/2/1997
10608,43282,Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,4.25,80,24,3,6/4/2013
10609,43283,Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy,Rebecca Coffey,4.25,226,12,0,4/1/2005
10610,43287,Year's Happy Ending,Betty Neels,3.97,216,134,14,9/24/2001
10611,43313,Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,4.15,424,3166,152,9/22/1997
10612,43317,The Trail of Tears,Joseph Bruchac/Diana Magnuson,3.91,48,170,31,9/21/1999
10613,43324,Are You Afraid of the Dark?,Sidney Sheldon,3.66,401,23924,681,7/1/2005
